bn,en
ফিল্মফেয়ার,filmfair
অ্যাওয়ার্ডস,awards
গায়কের,gayoker
ব্যাপকভাবে,bapokvabe
ওঠেছিল,uthechilo
খন্ডে,khonde
পুনর্মুদ্রণ,punormudron
মু'মিন,mumin
বিশ্বাসী,biswasi
ফেরেশতারা,fereshtara
দয়ালু,doyalu
কোমল,komol
আচরন,aachoron
অপেক্ষাকৃত,apekkhakrito
কষ্টদায়ক,kosthodayok
অসত্‍,asot
অবিশ্বাসী,abisshashi
কঠোর,kothor
অসীম,asim
যন্ত্রনাদায়ক,jontronadayok
জহিরূল,ahirul
হক,hok
ভূঁইয়া,bhuiya
রজনীকান্ত,rajnikanta
গুহ,guha
কর্মী,karmi
সুপন্ডিত,supondit
ব্রাহ্মনেতা,brahmoneta
সাগরে,mathar
বাহী,bahi
গূরুত্ব,gurutto
পূর্ণ,purnyo
ছাড়া,chaara
গ্রাম-বাংলায়,gram-banglay
পরিত্যক্ত,poritakto
পদমর্যাদা,podomarjada
প্রতিভাবান,protivaban
স্প্রিংবকদেরকে,springbokderke
১-০,1-0
ব্যবধানে,babodhane
লক্ষ্মণসেনের,lokkhonsener
১১৭৮-১২০৬,1178-1206
পঞ্চরত্নের,ponchorotner
চারজন,chaarjon
গোবর্ধন,gobordhan
আচার্য,acharya
ধোয়ী,dhoyi
উমাপতিধর,umapotidhor
চুনাপাথরে,chunapathore
ওড়িষা,orissa
প্রত্নতত্ত্ব,protnototto
দপ্তরের,doptorer
পাওয়া,paoaya
ইমারতের,imaraater
উৎখনন,utkhoron
জন্মসাল,jonmosaal
যায়না,jaayna
বারিসাভ,barisaav
অগ্রসরমান,agrosormaan
পলায়নরত,polayonroto
কিছুরই,kichuri
করেই,kore
রামগঞ্জ,ramganj
উত্তরাংশে,uttorangshe
নোয়াগাঁও,noyagao
নরক,norok
উপন্যাসে,upanyase
ছেলেবেলার,chelebelar
কেতকী,ketaki
কুশারী,kushari
অনুবাদক,anubadak
তালিবান,taliban
২৪শে,24
আচরণগত,aachorongoto
আন্নান,anan
পুনঃনির্মাণ,punonirman
মহানায়ক,mahanayok
এমজিআর,mgr
জয়ললিতা,joylalita
প্রতিষ্ঠানে,protishthane
বিভাগেই,bivagei
অতিসত্বর,atosttor
বৌবাজার-খালপাড়,boubazar-khalpar
ইকরাশী,ikrashi
লক্ষীপ্রাসাদ,lokkhiprosad
পালামগঞ্জ,palamganj
ইউনিয়নভুক্ত,unionbhukto
হিস্টরি,hintosy
চ্যানেলে,channele
আইইই,ieee
স্তরগুলিতে,storgulite
কোনোরকম,konorokom
সান্দ্রতা,sandrota
স্পর্শকীয়,sporshokiyo
তরলটি,torolti
আচরণ,kaaj
নবাবদের,nababder
গিটারের,guitere
প্রকারভেদ,prokarved
রোম্যান্স,romancr
উপন্যাসই,upanyasi
ড্যানিয়েলা,danyela
স্টিল-এর,stil-er
গ্ল্যামারাস,glamours
বিদেশভ্রমণের,bideshvromoner
বেভারলি,bedarly
হিলসে,hilsay
স্যামুয়েল,samyuyel
গোল্ডউইন,golduin
১৬৩১,1631
স্ট্রিটে,streete
ওয়াক,walk
ফেমে,fene
খচিত,khochito
আনন্দে,aanonde
রইস,roise
মুখ্যমন্ত্রী,mukkomantri
পাশাভাই,pashabhai
অন্যান্যদের,anayonnoder
দাওয়াত,dawyat
ই-সিগারেট,e-cigarette
এটিরশাখায়িত,etishakayito
মঞ্জরিতে,monjorite
রংয়ের,ronger
অস্ত্রোপচারের,astropocharer
মুম্বাইয়ে,mumbaiye
কমার্সিয়েল,comercial
গ্রাফিক্সের,graphicser
শিক্ষা,sikkha
পরিষদে,porishode
কালীমন্দির,kalimandir
বাগ্মীতা,bagmita
চর্চার,chorchar
লোকসংস্কৃতির,loksanskritir
উপরও,uporo
ডায়বেটিক,diabetic
তৈরিরও,toirieo
স্মার্নানন্দিনী,snarnandini
প্রধান,notun
শিক্ষক,skhikhok
শামসুল,shamsul
করত,korte
বোলটন,bolton
অ্যান্ট,ant
ওয়াট,watt
সোহো,soho
জালবিন্যাস,jalbinyas
সু-সজ্জিত,su-sojjito
দন্ডবিধির,dondobidhir
দন্ডবিধি,dondobidhi
আমেরিন্ডিয়ান,amerindian
লাজা'র,lajar
স্থলেই,stholei
প্রতিষ্ঠা,protshtha
"পান,যেটা","paan,jeta"
তাওস,taos
ক্যাবে,cabe
উঠাতো,uthato
টোবা,toba
মহাবিপর্যয়,mahabiporjoy
অগ্নুৎপাতের,agnutpater
বৈশ্বিক,boishik
প্রাগৈতিহাসিক–বর্তমান,pragoitihasik-bartoman
অনেকগুলি,anekguli
কর্তৃত্ববাদী,kotrittobadi
নায়কদের,nayokder
করে,ore
পুত্রসন্তানের,putrasontaner
কিখোশো,kithosho
জাহানবানি,jahanbani
সহানুভূতিশীলদের,sohanubhutishilder
এরিক,eric
লাবক,labok
এভবরীর,evobrir
৪র্থ,choturtho
ব্যারন,byaron
নাজির,najir
প্রয়াত,proyato
মুহাম্মাদ,muhammod
জিয়া-উল-হক,jiya-ul-hok
পাঞ্জাবী,punjabi
ব্লু,bluee
জঙ্গীদের,jongider
চোরাচালানের,chorachalaner
দায়,daay
মরাটা,marata
জলিকা,jolika
পারাচুয়েলাস,paratualus
ফুয়েন্তেস,fuyentes
টরেমোছা,toremocha
ভেলিল্লা,velilla
ভিল্লানুয়েভা,villanuyeva
বাগবাজারের,bagbazarer
নবীন,nabin
আর্য,arya
দয়ানন্দ,doyananda
সরস্বতী,soroswati
নিয়মগুলো,niyomgulo
নমিনেশন,nomination
জেন,jen
"ফোস্টার,তার","foster,taar"
ডার্সি,dersy
ড,:
যুদ্ধটির,juddhotir
পরিসর,porisor
ডব্লিউজিসিজেড,wgcz
হোল্ডিং,holding
নৃত্যকলার,nrittokolar
পরম্পরায়,poromporay
আসতো,aas to
বেগার,begger
গানটি,gaanti
ম্যাগাজিন-এ,magazine-e
একবছর,ekbochor
সি'র,sir
পেশাভিত্তিক,peshavittik
জনগোষ্ঠী,jonogosthi
বনে-বাদাড়ে,bone-badare
ধৃত,drito
৬/৪৫,6/45
ফিগার,figure
চিকিত্সাবিজ্ঞান,chikitsabiggan
ব্যঞ্জন,banjon
প্রতিটির,protitir
খিলাফতকে,khilafathke
অত্যাবশ্যকীয়,attyaboshyokiyo
এজেন্ট,aegent
জ্যাসপার,jayspar
সিসওয়েল,siswel
মোনাওয়াসা’র,monawasar
সাতা,sata
উপ-নির্বাচনে,upo-nirbachone
প্রতিদ্বন্দ্বিতা,protidyondhita
স্বল্প,swalo
রুপিয়াহ,rupiyaho
বান্দা’র,bandar
মুরারডির,murardir
রামচন্দ্রপুর,ramchandrapur
বিজয়কৃষ্ণ,bijoykrishno
নামাঙ্কিত,namankito
আশ্রমে,aashrome
খলিফাকে,kholifake
হ্যান্সটেনের,hanstainer
পাঠ্যপুস্তক,patthopustok
প্রতিমাসে,protimase
কালক্রমে,kalkrome
যথেষ্ট,joteshto
ডামিল,damil
পুরস্কারের,puroshkarer
আরভিং,aarving
পরিসংখ্যানের,porisongkhyaner
সম্পর্কযুক্ত,somporkojukto
স্বল্পমেয়াদি,swalomeyadi
ট্রান্সফরমারের,transformerer
পিকে,pike
মোগল,mogol
ক্যালিফোর্নিয়ার,calliforniar
লিল্যান্ড,liland
টাইফয়েডে,taifoyede
মৃত্যুবরণকারী,mrityuboronkari
জুনিয়রের,juniorer
সম্মানে,sonmane
দশাশিদ্ধকা,doshashiddhoka
ডাক্তারের,daktarer
ঔওষুধ,oiosudh
কৃষির,krishir
টেক্সটাইল,testail
ঘাটে,ghate
কিছুক্ষণ,kichukkhon
ঘোরাঘুরি,dhoyadhuyi
জনসচেতনতা,jonosochetonota
মর্যাদার,marjadar
চার্টার,chartar
মাধম্যে,maddhome
পান্ডার,pandar
যথেষ্টই,jothestoi
পাণ্ডামুখী,pandamukhi
বিহুকে,bihuke
কঙ্গালী,kongali
বিহুও,bihuo
বাদে,baade
পাঁচটি,paachti
ভোটাধিকার,votadhikar
মুক্তারামবাবু,muktarambabu
স্ট্রীটের,streete
মেসে,mese
শিবরাম,shibram
মেন্ডেটধারী,mendetdhari
অস্থিতিশীলতা,asthitishilota
মিশনটি,missionti
নানাবিধ,nanabidho
আগ্রহের,aagroher
হংকং-এর,hongkong-er
ক্রমবর্ধিষ্ণু,krombodhirshnu
ফিলিপিনো,phillipino
কেপলার,caplar
ধ্বংসলীলার,dhongsholilar
লিওনার্দ,leonard
সিসকো,cisco
সহ-প্রতিষ্ঠাতা,soho-protishthota
ওতপ্রোতভাবে,otoprotobhabe
সুরক্ষায়,surokkhay
নারীবাদের,naribaader
পশ্চিমাঞ্চলে,poschimanchole
তানাযাওয়া,tanajaoya
পর্বতমালা,parbotmala
হাকোনে,hakone
আগ্নেয়গিরি,aagneyogiri
খোসপাঁচড়া,khospaachra
টনসিলের,tonsiler
বাতজ্বরে,batjore
আশঙ্কা,aashonka
শিক্ষা,skhikkha
ভারসাম্য,varsammo
লেনদেন,lenden
ভারসাম্যের,varsammer
স্বতন্ত্র,swatontro
উপাদানসমূহ,upadansomuho
চলতি,cholti
রিজার্ভের,reserver
সমষ্টিতে,somostite
ভারসাম্যহীনতা,varsammohinota
ভোরের,vorer
শিশির,shishir
স্নিগ্না,sniga
দূর্বাসম,durbasomo
পূত,puto
অনগ্রসর,anogrosor
জনগণের,gonogoner
জীবনধারণের,jibondharoner
শরীয়তপুরে,shoriyotpure
ভৌত,vouto
ফলিত,folito
বলবিদ্যায়,bolbidyay
সমীর,samir
চট্টোপাধ্যায়,chattopadhayay
হারাধন,haradhan
ধাড়ার,dharar
আরম্ভ,aaromvo
আবির্ভাবেই,aabirvabei
অন্তরক,antorok
সমীকরণগুলির,samikorongulir
অনন্যতার,anonyotar
সমস্যাটির,somosyatir
পিকার্ড,picard
লিন্ডেলফ,lindelof
আংশিক,aangshik
সমীকরণের,samikoroner
প্রযোজ্য,projojyo
SETI,seti
বুদ্ধিমত্তার,buddhimottar
অনুসন্ধান,anusondhan
পত্তনের,potoner
ফোর্বসের,foborser
তথ্য,tohtho
উপার্জনকারী,uparjonkari
ক্রীড়াবিদ,crirabid
ক্যাম্পাসটি,campasti
উদ্যানের,uddaner
পাওয়াই,paoyai
প্যান্থার,panthar
লেপারড,leperd
ঘড়িয়াল,ghoriyal
গাবিয়ালিজ,gabiyaliz
গ্যাংটিক্স,gangticks
লিখেছেন,likechen
৯২৩,923
ম্যারি,marry
ম্যাগদালিন,magdalin
১৩৭৩,1373
ধর্মশিক্ষার,dharmoshkhar
লাসা,lasa
গ্রিফিনের,grifiner
ভঙ্গীমায়,vongimay
চাহিদাও,chadidao
দ্বিধাটি,didhati
গেছিলেন,gechilen
জেমসের,jemeser
অন্যান্যদের,annyannoder
বিপরীতমূখী,biporitmukhi
